,Type,CompanyName,ServiceType,ServiceTypeDetail,ListDate,FiscalMonth,CEO,Location,CompanyCode
영원무역홀딩스,유가증권,영원무역홀딩스,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제",1988-11-07,12월,성래은,서울특별시,9970
더존비즈온,유가증권,더존비즈온,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",응용 소프트웨어 개발 및 공급업,1988-10-28,12월,김용우,강원도,12510
보령제약,유가증권,보령제약,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조",1988-10-24,12월,"안재현, 이삼수",서울특별시,3850
폴루스바이오팜,유가증권,폴루스바이오팜,통신 및 방송 장비 제조업,"정밀전자계측기,이동통신장비,무선호출기,파형관측기,인공위성수신기 제조",1988-10-24,12월,"남승헌, 정운창 (각자 대표이사)",인천광역시,7630
이건산업,유가증권,이건산업,나무제품 제조업,"컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대",1988-10-21,12월,"박승준, 이길수",인천광역시,8250
모나리자,유가증권,모나리자,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매",1988-10-14,12월,박세훈,서울특별시,12690
대구백화점,유가증권,대구백화점,종합 소매업,"백화점운영,임대사업(백화점 코너)",1988-10-10,12월,구정모,대구광역시,6370
우성사료,유가증권,우성사료,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역",1988-10-10,12월,한재규,대전광역시,6980
유성기업,유가증권,유성기업,자동차 신품 부품 제조업,"철도차량부품(피스턴링,실린더라이너,발브가이드,타펫트),자동차부품,주강,주물 제조,판매",1988-10-10,12월,"최철규, 류현석(각자대표)",충청남도,2920
한일철강,유가증권,한일철강,1차 철강 제조업,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매",1988-10-07,12월,엄정헌,서울특별시,2220
삼익악기,유가증권,삼익악기,악기 제조업,"피아노,기타,현악기,전자악기,동 부분품 제조,임대,도매",1988-09-30,12월,"김종섭, 이형국",충청북도,2450
화성산업,유가증권,화성산업,건물 건설업,아파트 건설,1988-09-29,12월,"이홍중,이종원",대구광역시,2460
디티알오토모티브,유가증권,디티알오토모티브,일차전지 및 축전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌,울산광역시,7340
보해양조,유가증권,보해양조,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",1988-09-23,12월,임지선(단독 대표이사),전라남도,890
상상인증권,유가증권,상상인증권,금융 지원 서비스업,유가증권 매매,1988-09-23,12월,이명수,서울특별시,1290
혜인,유가증권,혜인,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고",1988-09-20,12월,원경희,서울특별시,3010
금강공업,유가증권,금강공업,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10,12월,"전장열, 이범호 (각자 대표이사)",부산광역시,14280
엔케이물산,유가증권,엔케이물산,기타 전문 도매업,유연성 산업용 포장재(FIBC) 제조 판매,1988-08-31,12월,김성곤,서울특별시,9810
율촌화학,유가증권,율촌화학,플라스틱제품 제조업,"연포장재,필름,골판지상자,합성수지,플라스틱일반성형제품 제조",1988-08-30,12월,"송녹정,신동윤",서울특별시,8730
신원,유가증권,신원,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업",1988-08-24,12월,박정주,서울특별시,9270
동방,유가증권,동방,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업",1988-08-10,12월,"김형곤, 이달근",서울특별시,4140
한국쉘석유,유가증권,한국쉘석유,석유 정제품 제조업,"윤활유,그리스 제조,도매",1988-08-10,12월,강진원,부산광역시,2960
부광약품,유가증권,부광약품,의약품 제조업,"의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조",1988-08-05,12월,유희원,서울특별시,3000
풍산홀딩스,유가증권,풍산홀딩스,기타 금융업,"동판제,대,관,봉,선,소전,동파이프 제조,도매,무역",1988-07-28,12월,"류진, 최한명",인천광역시,5810
부국증권,유가증권,부국증권,금융 지원 서비스업,"유가증권 매매,위탁매매,인수,주선",1988-07-19,12월,박현철,서울특별시,1270
계양전기,유가증권,계양전기,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신),자동차용 D.C모터,엔진 제조",1988-07-06,12월,"단재완,정한수",서울특별시,12200
한솔테크닉스,유가증권,한솔테크닉스,전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조",1988-07-06,12월,박현순,서울특별시,4710
동성화학,유가증권,동성화학,기초 화학물질 제조업,"화합물,화학제품(폴리우레탄수지,접착제,표면처리제,특수도료,폴리올) 제조",1988-07-01,12월,이경석,부산광역시,5190
DB금융투자,유가증권,DB금융투자,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,고원종,서울특별시,16610
한미사이언스,유가증권,한미사이언스,기타 금융업,"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매",1988-06-20,12월,임종윤,경기도,8930
삼진제약,유가증권,삼진제약,의약품 제조업,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배",1988-06-18,12월,"최승주, 조의환, 장홍순, 최용주",서울특별시,5500
포스코,유가증권,포스코,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",1988-06-10,12월,"대표이사 회장    최정우,
대표이사 사장    장인화",경상북도,5490
범양건영,유가증권,범양건영,건물 건설업,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사",1988-05-25,12월,강병주,충청남도,2410
파미셀,유가증권,파미셀,기초 의약물질 및 생물학적 제제 제조업,"줄기세포치료제,화장품",1988-05-20,12월,김현수,서울특별시,5690
동국제강,유가증권,동국제강,1차 철강 제조업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",1988-05-09,12월,"장세욱, 김연극",서울특별시,1230
대원전선,유가증권,대원전선,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",1988-05-04,12월,서명환,충청남도,6340
이수화학,유가증권,이수화학,기초 화학물질 제조업,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매",1988-04-28,12월,류승호,서울특별시,5950
삼성증권,유가증권,삼성증권,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선",1988-03-28,12월,장석훈,서울특별시,16360
삼영무역,유가증권,삼영무역,기타 전문 도매업,"화공약품, 안경렌즈",1988-03-28,12월,이승용,서울특별시,2810
한양증권,유가증권,한양증권,금융 지원 서비스업,증권업,1988-03-04,12월,임재택,서울특별시,1750
금호석유화학,유가증권,금호석유화학,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",1988-01-22,12월,"박찬구, 문동준",서울특별시,11780
유안타증권,유가증권,유안타증권,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",1988-01-21,12월,"서명석, 궈밍쩡",서울특별시,3470
제일파마홀딩스,유가증권,제일파마홀딩스,회사 본부 및 경영 컨설팅 서비스업,"의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매",1988-01-20,12월,한상철,서울특별시,2620
에이엔피,유가증권,에이엔피,전자부품 제조업,"전자부품(인쇄회로기판),무정전 전원공급장치 제조",1988-01-18,12월,전운관,경기도,15260
한창제지,유가증권,한창제지,"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",1987-12-23,12월,김길수,경상남도,9460
넥센,유가증권,넥센,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",1987-12-19,12월,"강병중, 강호찬, 배중열",경상남도,5720
삼성공조,유가증권,삼성공조,자동차 신품 부품 제조업,"자동차부품(라디에터,오일쿨러,인터쿨러) 제조,판매",1987-11-28,12월,고호곤,경상남도,6660
세방전지,유가증권,세방전지,일차전지 및 축전지 제조업,"자동차용 및 산업용 축전지(연축전지) 제조,판매",1987-11-28,12월,대표이사 박찬구,서울특별시,4490
진원생명과학,유가증권,진원생명과학,의약품 제조업,"의류용심지(인터론),가공직물(패브론) 제조,도소매",1987-11-16,12월,박영근,서울특별시,11000
참엔지니어링,유가증권,참엔지니어링,특수 목적용 기계 제조업,FPD Laser Repair 장비 등 (FPD 장비의 개발과 제조 및 판매),1987-11-12,12월,김규동,경기도,9310
한국프랜지공업,유가증권,한국프랜지공업,자동차 신품 부품 제조업,"자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조",1987-10-02,12월,손진현,울산광역시,10100
코스모신소재,유가증권,코스모신소재,기타 화학제품 제조업,"이차전지양극활물질,기능성필름",1987-09-28,12월,홍동환,충청북도,5070
덕성,유가증권,덕성,플라스틱제품 제조업,"플라스틱레쟈,합성수지,합성피혁 제조,도매",1987-09-25,12월,이봉근,경기도,4830
신영증권,유가증권,신영증권,금융 지원 서비스업,증권업,1987-08-24,03월,"원종석, 신요환",서울특별시,1720
유진증권,유가증권,유진증권,금융 지원 서비스업,"유가증권 매매,중개,인수",1987-08-24,12월,유창수 대표이사,서울특별시,1200
유화증권,유가증권,유화증권,금융 지원 서비스업,증권업,1987-08-24,12월,윤경립,서울특별시,3460
한신기계공업,유가증권,한신기계공업,일반 목적용 기계 제조업,"공기압축기,공구류 제조,판매/오파",1987-07-24,12월,최영민,경기도,11700
코스모화학,유가증권,코스모화학,기타 화학제품 제조업,"이산화티타늄 및 부산물, 황산코발트 및 부산물",1987-07-23,12월,함재경,서울특별시,5420
가온전선,유가증권,가온전선,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입",1987-06-08,12월,윤재인,경기도,500
S-Oil,유가증권,S-Oil,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",1987-05-27,12월,Othman Al-Ghamdi,서울특별시,10950
한화에어로스페이스,유가증권,한화에어로스페이스,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업",1987-05-27,12월,Shin Hyun Woo,경상남도,12450
삼화전자공업,유가증권,삼화전자공업,영상 및 음향기기 제조업,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매",1987-05-25,12월,"오영주, 이건화",경기도,11230
현대제철,유가증권,현대제철,1차 철강 제조업,"H형강,제철,제강,철근,압연,스테인레스,주강,시트파일 제조,수출입,중기부품(탱크바퀴)제조,판매",1987-05-23,12월,안동일,인천광역시,4020
써니전자,유가증권,써니전자,반도체 제조업,"수정진동자,수정발진기,초음파지연선,MCF,축수나사 제조,도매,수출입",1987-04-22,12월,차상권,충청북도,4770
현대비앤지스틸,유가증권,현대비앤지스틸,1차 철강 제조업,"스텐레스냉연강판,특수강 제조",1987-03-24,12월,- 정일선,경상남도,4560
사조오양,유가증권,사조오양,수산물 가공 및 저장 처리업,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대",1986-12-24,12월,정태식,서울특별시,6090
한화투자증권,유가증권,한화투자증권,금융 지원 서비스업,"유가증권 위탁매매,자기매매,인수주선",1986-11-25,12월,권희백,서울특별시,3530
삼화전기,유가증권,삼화전기,전자부품 제조업,"콘덴서 제조,판매",1986-11-24,12월,"오영주, 박종온",충청북도,9470
SK증권,유가증권,SK증권,금융 지원 서비스업,"증권업,부동산 임대",1986-09-20,12월,김 신,서울특별시,1510
평화홀딩스,유가증권,평화홀딩스,자동차 신품 부품 제조업,지주회사,1986-03-31,12월,"김종석, 김동관",대구광역시,10770
